AT2G29130;gene-go;GO:0009414;no_ontology
AT1G18450;gene-go;GO:0022414;no_ontology
AT4G25700;gene-go;GO:0016123;no_ontology
AT2G17790;gene-go;GO:0016197;no_ontology
AT3G27920;gene-go;GO:0003677;no_ontology
AT3G51570;gene-go;GO:0032550;no_ontology
AT1G52520;gene-go;GO:0005634;no_ontology
AT3G07980;gene-go;GO:0016301;no_ontology
AT3G10270;gene-go;GO:0003918;no_ontology
AT3G50070;gene-go;GO:0009791;no_ontology
AT4G34160;gene-go;GO:0042127;no_ontology
AT3G19450;gene-go;GO:0000166;no_ontology
AT1G02280;gene-go;GO:0044434;no_ontology
AT3G09820;gene-go;GO:0016020;no_ontology
AT1G71890;gene-go;GO:0022857;no_ontology
AT2G26330;gene-go;GO:0004674;no_ontology
AT1G17840;gene-go;GO:0017111;no_ontology
AT4G09820;gene-go;GO:0009962;no_ontology
AT1G52740;gene-go;GO:0009908;no_ontology
AT1G13710;gene-go;GO:0005783;no_ontology
AT1G34210;gene-go;GO:0005886;no_ontology
AT4G17730;gene-go;GO:0005774;no_ontology
AT1G22260;gene-go;GO:0044454;no_ontology
AT1G53090;gene-go;GO:0048585;no_ontology
AT4G26840;gene-go;GO:0005737;no_ontology
AT1G15750;gene-go;GO:0005829;no_ontology
AT3G27080;gene-go;GO:0005515;no_ontology
AT3G50820;gene-go;GO:0010109;no_ontology
AT1G32450;gene-go;GO:0010035;no_ontology
AT3G48780;gene-go;GO:0016409;no_ontology
AT1G23420;gene-go;GO:0003700;no_ontology
AT1G65660;gene-go;GO:0000377;no_ontology
AT5G10140;gene-go;GO:0003700;no_ontology
AT3G15354;gene-go;GO:0005834;no_ontology
AT1G48910;gene-go;GO:0055114;no_ontology
AT3G63010;gene-go;GO:0009312;no_ontology
AT1G27320;gene-go;GO:0006355;no_ontology
AT2G45280;gene-go;GO:0000724;no_ontology
AT1G01610;gene-go;GO:0000038;no_ontology
AT4G26080;gene-go;GO:0006950;no_ontology
AT3G47690;gene-go;GO:0015630;no_ontology
AT3G01650;gene-go;GO:0009414;no_ontology
AT2G17420;gene-go;GO:0004791;no_ontology
AT1G70940;gene-go;GO:0031988;no_ontology
AT2G29090;gene-go;GO:0009536;no_ontology
AT5G14750;gene-go;GO:0005515;no_ontology
AT1G50010;gene-go;GO:0003924;no_ontology
AT2G22540;gene-go;GO:0045893;no_ontology
AT5G40410;gene-go;GO:0005739;no_ontology
AT3G05120;gene-go;GO:0001101;no_ontology
AT5G17880;gene-go;GO:0009416;no_ontology
AT2G30420;gene-go;GO:0006355;no_ontology
AT3G11440;gene-go;GO:0005634;no_ontology
AT1G61720;gene-go;GO:0016491;no_ontology
AT1G01280;gene-go;GO:0045229;no_ontology
AT5G09350;gene-go;GO:0009536;no_ontology
AT3G58070;gene-go;GO:0006355;no_ontology
AT2G30470;gene-go;GO:0010033;no_ontology
AT2G41940;gene-go;GO:0006952;no_ontology
AT1G53700;gene-go;GO:0016301;no_ontology
AT1G19850;gene-go;GO:0016458;no_ontology
AT4G19600;gene-go;GO:0000394;no_ontology
AT3G13730;gene-go;GO:0016705;no_ontology
AT2G22310;gene-go;GO:0019783;no_ontology
AT1G03130;gene-go;GO:0030003;no_ontology
AT2G16500;gene-go;GO:0009791;no_ontology
AT1G12110;gene-go;GO:0015706;no_ontology
AT3G04080;gene-go;GO:0005768;no_ontology
AT4G14960;gene-go;GO:0007017;no_ontology
AT3G23670;gene-go;GO:0048646;no_ontology
AT1G31340;gene-go;GO:0005886;no_ontology
AT2G46770;gene-go;GO:0048856;no_ontology
AT1G75780;gene-go;GO:0051603;no_ontology
AT2G30432;gene-go;GO:0022603;no_ontology
AT1G74490;gene-go;GO:0004672;no_ontology
AT1G15550;gene-go;GO:0005506;no_ontology
AT5G19770;gene-go;GO:0051258;no_ontology
AT4G32540;gene-go;GO:0009791;no_ontology
AT4G38190;gene-go;GO:0030244;no_ontology
AT1G02880;gene-go;GO:0006772;no_ontology
AT4G32410;gene-go;GO:0006970;no_ontology
AT1G23820;gene-go;GO:0005515;no_ontology
AT2G35690;gene-go;GO:0055114;no_ontology
AT3G49670;gene-go;GO:0071555;no_ontology
AT1G01120;gene-go;GO:0016020;no_ontology
AT2G34650;gene-go;GO:0009908;no_ontology
AT1G63650;gene-go;GO:0030154;no_ontology
AT5G23260;gene-go;GO:0005515;no_ontology
AT1G29400;gene-go;GO:0006605;no_ontology
AT4G25420;gene-go;GO:0009908;no_ontology
AT1G64760;gene-go;GO:0031224;no_ontology
AT4G19230;gene-go;GO:0009055;no_ontology
AT1G41830;gene-go;GO:0042546;no_ontology
AT4G00600;gene-go;GO:0009396;no_ontology
AT3G43190;gene-go;GO:0007165;no_ontology
AT1G09795;gene-go;GO:0003879;no_ontology
AT1G21430;gene-go;GO:0050662;no_ontology
AT2G02220;gene-go;GO:0016772;no_ontology
AT4G20140;gene-go;GO:0005524;no_ontology
AT2G42830;gene-go;GO:0000003;no_ontology
AT4G00730;gene-go;GO:0032502;no_ontology
AT2G19490;gene-go;GO:0005739;no_ontology
AT2G43790;gene-go;GO:0005634;no_ontology
AT1G27390;gene-go;GO:0006605;no_ontology
AT1G15510;gene-go;GO:0009451;no_ontology
AT1G02730;gene-go;GO:0042546;no_ontology
AT1G26830;gene-go;GO:0005515;no_ontology
AT1G58200;gene-go;GO:0006970;no_ontology
AT3G03050;gene-go;GO:0030244;no_ontology
AT1G54490;gene-go;GO:0006139;no_ontology
AT1G68050;gene-go;GO:0005515;no_ontology
AT1G01420;gene-go;GO:0016757;no_ontology
AT3G57230;gene-go;GO:0008134;no_ontology
AT1G73590;gene-go;GO:0055044;no_ontology
AT1G04820;gene-go;GO:0005829;no_ontology
AT5G17420;gene-go;GO:0044264;no_ontology
AT2G38230;gene-go;GO:0008152;no_ontology
AT5G20240;gene-go;GO:0046983;no_ontology
AT1G04250;gene-go;GO:0003700;no_ontology
AT2G17290;gene-go;GO:0016020;no_ontology
AT3G54340;gene-go;GO:0000003;no_ontology
AT1G13180;gene-go;GO:0007015;no_ontology
AT2G16640;gene-go;GO:0009653;no_ontology
AT5G44870;gene-go;GO:0032550;no_ontology
AT1G22920;gene-go;GO:0009791;no_ontology
AT4G14713;gene-go;GO:0048856;no_ontology
AT2G37040;gene-go;GO:0016841;no_ontology
AT3G22840;gene-go;GO:0009411;no_ontology
AT2G46340;gene-go;GO:0022414;no_ontology
AT5G05170;gene-go;GO:0030244;no_ontology
AT3G07780;gene-go;GO:0046740;no_ontology
AT4G11960;gene-go;GO:0015996;no_ontology
AT4G24280;gene-go;GO:0006457;no_ontology
AT5G44340;gene-go;GO:0007017;no_ontology
AT3G18780;gene-go;GO:0006094;no_ontology
AT1G15950;gene-go;GO:0016620;no_ontology
AT1G22710;gene-go;GO:0005886;no_ontology
AT2G23150;gene-go;GO:0005794;no_ontology
AT1G05630;gene-go;GO:0005634;no_ontology
AT4G20370;gene-go;GO:0005575;no_ontology
AT1G28380;gene-go;GO:0006952;no_ontology
AT2G22780;gene-go;GO:0006635;no_ontology
AT1G48605;gene-go;GO:0009651;no_ontology
AT4G36380;gene-go;GO:0055114;no_ontology
AT4G32730;gene-go;GO:0006355;no_ontology
AT1G05580;gene-go;GO:0006812;no_ontology
AT3G51060;gene-go;GO:0045893;no_ontology
AT5G16830;gene-go;GO:0006886;no_ontology
AT5G07290;gene-go;GO:0003723;no_ontology
AT3G30180;gene-go;GO:0019825;no_ontology
AT3G02000;gene-go;GO:0045454;no_ontology
AT4G05190;gene-go;GO:0051258;no_ontology
AT1G65480;gene-go;GO:0005515;no_ontology
AT3G05630;gene-go;GO:0045892;no_ontology
AT4G26430;gene-go;GO:0043234;no_ontology
AT2G23760;gene-go;GO:0043565;no_ontology
AT2G44900;gene-go;GO:0005634;no_ontology
AT1G17260;gene-go;GO:0016021;no_ontology
AT1G04240;gene-go;GO:0005634;no_ontology
AT4G39350;gene-go;GO:0005886;no_ontology
AT3G06860;gene-go;GO:0016836;no_ontology
AT3G02230;gene-go;GO:0030244;no_ontology
AT3G22880;gene-go;GO:0003677;no_ontology
AT1G16400;gene-go;GO:0005506;no_ontology
AT1G55610;gene-go;GO:0004713;no_ontology
AT3G47460;gene-go;GO:0006396;no_ontology
AT4G18780;gene-go;GO:0042742;no_ontology
AT2G26080;gene-go;GO:0009536;no_ontology
AT1G75850;gene-go;GO:0006886;no_ontology
AT2G46410;gene-go;GO:0005634;no_ontology
GO:0044723;go-go;GO:0016051;biological_process
GO:0050789;go-go;GO:0048519;biological_process
GO:0044767;go-go;GO:0048869;biological_process
GO:0003674;go-go;GO:0001071;molecular_function
GO:0034641;go-go;GO:0043603;biological_process
GO:0016020;go-go;GO:0031090;cellular_component
GO:0044249;go-go;GO:0034637;biological_process
GO:0043226;go-go;GO:0044422;cellular_component
GO:2000112;go-go;GO:2000113;biological_process
GO:0006631;go-go;GO:0009062;biological_process
GO:0071704;go-go;GO:0043170;biological_process
GO:0010605;go-go;GO:0010629;biological_process
GO:0006073;go-go;GO:0051273;biological_process
GO:0005488;go-go;GO:0097159;molecular_function
GO:0006351;go-go;GO:0006355;biological_process
GO:0008152;go-go;GO:0019222;biological_process
GO:0044710;go-go;GO:0044711;biological_process
GO:1902579;go-go;GO:0044766;biological_process
GO:0042558;go-go;GO:0006760;biological_process
GO:0006810;go-go;GO:0046907;biological_process
GO:0050794;go-go;GO:0042127;biological_process
GO:0046483;go-go;GO:0033013;biological_process
GO:0044766;go-go;GO:0046794;biological_process
GO:0006778;go-go;GO:0006787;biological_process
GO:0005694;go-go;GO:0000228;cellular_component
GO:0048519;go-go;GO:0009892;biological_process
GO:0043226;go-go;GO:0043227;cellular_component
GO:0016020;go-go;GO:0098552;cellular_component
GO:0044257;go-go;GO:0051603;biological_process
GO:0016787;go-go;GO:0008233;molecular_function
GO:1901575;go-go;GO:0016042;biological_process
GO:0005488;go-go;GO:0019825;molecular_function
GO:0009415;go-go;GO:0009414;biological_process
GO:0044763;go-go;GO:0034637;biological_process
GO:0044712;go-go;GO:0046149;biological_process
GO:0044446;go-go;GO:0044435;cellular_component
GO:0044425;go-go;GO:0098796;cellular_component
GO:0032502;go-go;GO:0048856;biological_process
GO:0044424;go-go;GO:0043229;cellular_component
GO:0003824;go-go;GO:0016853;molecular_function
GO:0051186;go-go;GO:0051187;biological_process
GO:0009987;go-go;GO:0016043;biological_process
GO:0010558;go-go;GO:1902679;biological_process
GO:0046907;go-go;GO:1902582;biological_process
GO:0098797;go-go;GO:0005834;cellular_component
GO:0044464;go-go;GO:0012505;cellular_component
GO:0019219;go-go;GO:0045935;biological_process
GO:0044085;go-go;GO:0022607;biological_process
GO:2000112;go-go;GO:0006355;biological_process
GO:0043170;go-go;GO:0090304;biological_process
GO:0034641;go-go;GO:0044271;biological_process
GO:0071704;go-go;GO:1901575;biological_process
GO:0044237;go-go;GO:0006790;biological_process
GO:0019538;go-go;GO:0036211;biological_process
GO:0044403;go-go;GO:0051701;biological_process
GO:0044711;go-go;GO:0046148;biological_process
GO:0019222;go-go;GO:0051171;biological_process
GO:0016070;go-go;GO:0032774;biological_process
GO:0033036;go-go;GO:0008104;biological_process
GO:0070271;go-go;GO:0006461;biological_process
GO:0016757;go-go;GO:0016763;molecular_function
GO:0006725;go-go;GO:0019438;biological_process
GO:0001883;go-go;GO:0032550;molecular_function
GO:0097159;go-go;GO:1901265;molecular_function
GO:0008610;go-go;GO:0008299;biological_process
GO:0030243;go-go;GO:0030244;biological_process
GO:0044242;go-go;GO:0009062;biological_process
GO:0044249;go-go;GO:0031327;biological_process
GO:0009892;go-go;GO:0009890;biological_process
GO:0016020;go-go;GO:0098805;cellular_component
GO:0051704;go-go;GO:0044764;biological_process
GO:0017111;go-go;GO:0003924;molecular_function
GO:0044403;go-go;GO:0016032;biological_process
GO:0044702;go-go;GO:0090567;biological_process
GO:0044238;go-go;GO:0080090;biological_process
GO:0008652;go-go;GO:1901607;biological_process
GO:0005575;go-go;GO:0044464;cellular_component
GO:0019752;go-go;GO:0032787;biological_process
GO:1901576;go-go;GO:0008610;biological_process
GO:0017111;go-go;GO:0016887;molecular_function
GO:0044444;go-go;GO:0005773;cellular_component
GO:0044444;go-go;GO:0044437;cellular_component
GO:0044085;go-go;GO:0070271;biological_process
GO:0090567;go-go;GO:0009908;biological_process
GO:0043170;go-go;GO:0019538;biological_process
GO:0005996;go-go;GO:0019318;biological_process
GO:0009893;go-go;GO:0051173;biological_process
GO:0003006;go-go;GO:0048608;biological_process
GO:1901576;go-go;GO:0009813;biological_process
GO:0034645;go-go;GO:2000113;biological_process
GO:0044446;go-go;GO:0070013;cellular_component
GO:0051814;go-go;GO:0044000;biological_process
GO:0018130;go-go;GO:0042559;biological_process
GO:0048856;go-go;GO:0048731;biological_process
GO:0006807;go-go;GO:0051173;biological_process
GO:0016042;go-go;GO:0044242;biological_process
GO:0071822;go-go;GO:0006461;biological_process
GO:0055114;go-go;GO:0016491;biological_process
GO:0006810;go-go;GO:0071702;biological_process
GO:0048731;go-go;GO:0061458;biological_process
GO:0009889;go-go;GO:0010556;biological_process
GO:0008104;go-go;GO:0045184;biological_process
GO:1901565;go-go;GO:0033015;biological_process
GO:0043232;go-go;GO:0005694;cellular_component
GO:0006082;go-go;GO:0016054;biological_process
GO:0009890;go-go;GO:0031327;biological_process
GO:0006281;go-go;GO:0000725;biological_process
GO:1901564;go-go;GO:1901566;biological_process
GO:0043231;go-go;GO:0005739;cellular_component
GO:0016835;go-go;GO:0016836;molecular_function
GO:0031323;go-go;GO:0019219;biological_process
GO:0044249;go-go;GO:0044271;biological_process
GO:0009056;go-go;GO:0044248;biological_process
GO:0044444;go-go;GO:0005829;cellular_component
GO:0051641;go-go;GO:0070727;biological_process
GO:0018193;go-go;GO:0018212;biological_process
GO:0009653;go-go;GO:0022603;biological_process
GO:0044425;go-go;GO:0044459;cellular_component
GO:0050789;go-go;GO:0050793;biological_process
GO:0043233;go-go;GO:0070013;cellular_component
GO:0006631;go-go;GO:0000038;biological_process
GO:0008150;go-go;GO:0098754;biological_process
GO:0032774;go-go;GO:2001141;biological_process
GO:0044723;go-go;GO:0005996;biological_process
GO:0071704;go-go;GO:1901360;biological_process
GO:1901566;go-go;GO:0042559;biological_process
GO:0009628;go-go;GO:0009314;biological_process
GO:0005975;go-go;GO:0005976;biological_process
