Initial Number Gene:;243
Compute Number Gene:;242
Number of you own GOSlims:;2
Number of unique close GOSlim:;119

GOSlim;List_gene_present;List_gene_unpresent
GO:0016310;AT1G53700 AT1G53700 AT1G55610 AT1G55610 AT1G74490 AT2G26330 AT3G07980;AT1G01120 AT1G02730 AT1G26830 AT1G27320 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G31340 AT1G32450 AT1G02730 AT1G34210 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G02730 AT1G54490 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G02880 AT1G65660 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G22540 AT2G22780 AT2G23150 AT2G23760 AT2G26080 AT1G04250 AT2G29090 AT2G29090 AT2G29130 AT2G30420 AT2G30420 AT2G30420 AT2G30432 AT2G30432 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G41940 AT2G41940 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G45280 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G01650 AT3G02000 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G05630 AT3G06860 AT3G07780 AT3G09820 AT1G04820 AT3G10270 AT3G11440 AT3G13730 AT3G15354 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G43190 AT3G47460 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G50820 AT3G51060 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT3G58070 AT1G05580 AT3G63010 AT4G00600 AT4G00730 AT4G05190 AT4G09820 AT4G11960 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G19230 AT4G19600 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G32730 AT4G34160 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT4G39350 AT4G39350 AT4G39350 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G10140 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15510 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22710 AT1G22710 AT1G22920 AT1G23420 AT1G02730 AT1G23820
GO:0080134;AT2G41940 AT2G41940 AT3G01650;AT1G01120 AT1G02730 AT1G26830 AT1G27320 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G31340 AT1G32450 AT1G02730 AT1G34210 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G53700 AT1G02730 AT1G53700 AT1G54490 AT1G55610 AT1G55610 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G02880 AT1G65660 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G74490 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G22540 AT2G22780 AT2G23150 AT2G23760 AT2G26080 AT1G04250 AT2G26330 AT2G29090 AT2G29090 AT2G29130 AT2G30420 AT2G30420 AT2G30420 AT2G30432 AT2G30432 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G45280 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G02000 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G05630 AT3G06860 AT3G07780 AT3G07980 AT3G09820 AT1G04820 AT3G10270 AT3G11440 AT3G13730 AT3G15354 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G43190 AT3G47460 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G50820 AT3G51060 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT3G58070 AT1G05580 AT3G63010 AT4G00600 AT4G00730 AT4G05190 AT4G09820 AT4G11960 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G19230 AT4G19600 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G32730 AT4G34160 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT4G39350 AT4G39350 AT4G39350 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G10140 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15510 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22710 AT1G22710 AT1G22920 AT1G23420 AT1G02730 AT1G23820
GO:0009617;AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780;AT1G01120 AT1G02730 AT1G26830 AT1G27320 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G31340 AT1G32450 AT1G02730 AT1G34210 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G53700 AT1G02730 AT1G53700 AT1G54490 AT1G55610 AT1G55610 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G02880 AT1G65660 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G74490 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G22540 AT2G22780 AT2G23150 AT2G23760 AT2G26080 AT1G04250 AT2G26330 AT2G29090 AT2G29090 AT2G29130 AT2G30420 AT2G30420 AT2G30420 AT2G30432 AT2G30432 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G41940 AT2G41940 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G45280 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G01650 AT3G02000 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G05630 AT3G06860 AT3G07780 AT3G07980 AT3G09820 AT1G04820 AT3G10270 AT3G11440 AT3G13730 AT3G15354 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G43190 AT3G47460 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G50820 AT3G51060 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT3G58070 AT1G05580 AT3G63010 AT4G00600 AT4G00730 AT4G05190 AT4G09820 AT4G11960 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G19230 AT4G19600 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G32730 AT4G34160 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT4G39350 AT4G39350 AT4G39350 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G10140 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15510 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22710 AT1G22710 AT1G22920 AT1G23420 AT1G02730 AT1G23820
GO:0034641;AT1G27320 AT1G54490 AT1G02880 AT1G65660 AT2G22540 AT1G04250 AT2G30420 AT2G30420 AT2G30420 AT2G45280 AT3G05630 AT3G47460 AT3G51060 AT3G58070 AT4G00600 AT4G11960 AT4G19600 AT4G32730 AT5G10140 AT1G15510 AT1G23420;AT1G01120 AT1G02730 AT1G26830 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G31340 AT1G32450 AT1G02730 AT1G34210 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G53700 AT1G02730 AT1G53700 AT1G55610 AT1G55610 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G74490 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G22780 AT2G23150 AT2G23760 AT2G26080 AT2G26330 AT2G29090 AT2G29090 AT2G29130 AT2G30432 AT2G30432 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G41940 AT2G41940 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G01650 AT3G02000 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G06860 AT3G07780 AT3G07980 AT3G09820 AT1G04820 AT3G10270 AT3G11440 AT3G13730 AT3G15354 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G43190 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G50820 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT1G05580 AT3G63010 AT4G00730 AT4G05190 AT4G09820 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G19230 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G34160 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT4G39350 AT4G39350 AT4G39350 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22710 AT1G22710 AT1G22920 AT1G02730 AT1G23820
GO:0005886;AT1G31340 AT1G34210 AT3G15354 AT4G39350 AT4G39350 AT4G39350 AT1G22710 AT1G22710;AT1G01120 AT1G02730 AT1G26830 AT1G27320 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G32450 AT1G02730 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G53700 AT1G02730 AT1G53700 AT1G54490 AT1G55610 AT1G55610 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G02880 AT1G65660 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G74490 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G22540 AT2G22780 AT2G23150 AT2G23760 AT2G26080 AT1G04250 AT2G26330 AT2G29090 AT2G29090 AT2G29130 AT2G30420 AT2G30420 AT2G30420 AT2G30432 AT2G30432 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G41940 AT2G41940 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G45280 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G01650 AT3G02000 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G05630 AT3G06860 AT3G07780 AT3G07980 AT3G09820 AT1G04820 AT3G10270 AT3G11440 AT3G13730 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G43190 AT3G47460 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G50820 AT3G51060 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT3G58070 AT1G05580 AT3G63010 AT4G00600 AT4G00730 AT4G05190 AT4G09820 AT4G11960 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G19230 AT4G19600 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G32730 AT4G34160 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G10140 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15510 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22920 AT1G23420 AT1G02730 AT1G23820
GO:0042623;AT3G10270;AT1G01120 AT1G02730 AT1G26830 AT1G27320 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G31340 AT1G32450 AT1G02730 AT1G34210 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G53700 AT1G02730 AT1G53700 AT1G54490 AT1G55610 AT1G55610 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G02880 AT1G65660 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G74490 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G22540 AT2G22780 AT2G23150 AT2G23760 AT2G26080 AT1G04250 AT2G26330 AT2G29090 AT2G29090 AT2G29130 AT2G30420 AT2G30420 AT2G30420 AT2G30432 AT2G30432 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G41940 AT2G41940 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G45280 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G01650 AT3G02000 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G05630 AT3G06860 AT3G07780 AT3G07980 AT3G09820 AT1G04820 AT3G11440 AT3G13730 AT3G15354 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G43190 AT3G47460 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G50820 AT3G51060 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT3G58070 AT1G05580 AT3G63010 AT4G00600 AT4G00730 AT4G05190 AT4G09820 AT4G11960 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G19230 AT4G19600 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G32730 AT4G34160 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT4G39350 AT4G39350 AT4G39350 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G10140 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15510 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22710 AT1G22710 AT1G22920 AT1G23420 AT1G02730 AT1G23820
GO:0050794;AT1G27320 AT2G22540 AT2G22780 AT1G04250 AT2G30420 AT2G30420 AT2G30420 AT2G30432 AT2G30432 AT3G02000 AT3G05630 AT3G43190 AT3G50820 AT3G51060 AT3G58070 AT4G32730 AT4G34160 AT5G10140 AT1G23420;AT1G01120 AT1G02730 AT1G26830 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G31340 AT1G32450 AT1G02730 AT1G34210 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G53700 AT1G02730 AT1G53700 AT1G54490 AT1G55610 AT1G55610 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G02880 AT1G65660 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G74490 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G23150 AT2G23760 AT2G26080 AT2G26330 AT2G29090 AT2G29090 AT2G29130 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G41940 AT2G41940 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G45280 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G01650 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G06860 AT3G07780 AT3G07980 AT3G09820 AT1G04820 AT3G10270 AT3G11440 AT3G13730 AT3G15354 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G47460 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT1G05580 AT3G63010 AT4G00600 AT4G00730 AT4G05190 AT4G09820 AT4G11960 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G19230 AT4G19600 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT4G39350 AT4G39350 AT4G39350 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15510 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22710 AT1G22710 AT1G22920 AT1G02730 AT1G23820
GO:0005834;AT3G15354;AT1G01120 AT1G02730 AT1G26830 AT1G27320 AT1G27390 AT1G27390 AT1G28380 AT1G29400 AT1G31340 AT1G32450 AT1G02730 AT1G34210 AT1G41830 AT1G48605 AT1G48910 AT1G48910 AT1G50010 AT1G50010 AT1G50010 AT1G02730 AT1G52520 AT1G52740 AT1G53090 AT1G53090 AT1G53090 AT1G53700 AT1G02730 AT1G53700 AT1G54490 AT1G55610 AT1G55610 AT1G02730 AT1G58200 AT1G61720 AT1G63650 AT1G63650 AT1G64760 AT1G65480 AT1G65480 AT1G02880 AT1G65660 AT1G68050 AT1G03130 AT1G70940 AT1G71890 AT1G73590 AT1G74490 AT1G75780 AT1G75780 AT1G75780 AT1G75850 AT1G75850 AT2G02220 AT2G16500 AT2G16640 AT1G01280 AT1G04240 AT2G17290 AT2G17420 AT2G17790 AT2G19490 AT2G22310 AT2G22540 AT2G22780 AT2G23150 AT2G23760 AT2G26080 AT1G04250 AT2G26330 AT2G29090 AT2G29090 AT2G29130 AT2G30420 AT2G30420 AT2G30420 AT2G30432 AT2G30432 AT2G30470 AT2G34650 AT2G35690 AT2G37040 AT2G38230 AT2G41940 AT2G41940 AT2G42830 AT1G04820 AT2G43790 AT2G44900 AT2G45280 AT2G46340 AT2G46340 AT2G46410 AT2G46770 AT3G01650 AT3G02000 AT3G02230 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT3G03050 AT1G04820 AT3G03050 AT3G03050 AT3G04080 AT3G05120 AT3G05120 AT3G05630 AT3G06860 AT3G07780 AT3G07980 AT3G09820 AT1G04820 AT3G10270 AT3G11440 AT3G13730 AT3G18780 AT3G18780 AT3G19450 AT1G01280 AT1G04820 AT3G22840 AT3G22880 AT3G23670 AT3G27080 AT3G27920 AT3G27920 AT3G30180 AT3G30180 AT3G43190 AT3G47460 AT3G47690 AT3G48780 AT3G49670 AT3G50070 AT3G50070 AT3G50820 AT3G51060 AT3G51570 AT3G51570 AT3G51570 AT3G54340 AT3G57230 AT3G58070 AT1G05580 AT3G63010 AT4G00600 AT4G00730 AT4G05190 AT4G09820 AT4G11960 AT4G14713 AT1G05630 AT4G14960 AT4G14960 AT4G17730 AT4G17730 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G18780 AT4G19230 AT4G19600 AT4G20140 AT4G20370 AT1G01420 AT4G24280 AT4G25420 AT4G25700 AT4G26080 AT4G26430 AT4G26840 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32410 AT4G32540 AT4G32730 AT4G34160 AT4G36380 AT4G38190 AT4G38190 AT4G38190 AT4G38190 AT4G39350 AT4G39350 AT4G39350 AT5G05170 AT5G05170 AT5G07290 AT5G09350 AT5G10140 AT5G14750 AT5G16830 AT5G17420 AT5G17880 AT5G17880 AT5G19770 AT5G20240 AT5G20240 AT5G23260 AT5G40410 AT5G44340 AT5G44340 AT5G44870 AT1G01610 AT1G09795 AT1G12110 AT1G12110 AT1G13180 AT1G13180 AT1G02280 AT1G13180 AT1G13710 AT1G15510 AT1G15550 AT1G15550 AT1G02730 AT1G15750 AT1G15950 AT1G15950 AT1G16400 AT1G17260 AT1G17840 AT1G18450 AT1G18450 AT1G02730 AT1G19850 AT1G21430 AT1G21430 AT1G21430 AT1G22260 AT1G22710 AT1G22710 AT1G22920 AT1G23420 AT1G02730 AT1G23820
